"","X","FID","COMID","FDATE","RESOLUTION","GNIS_ID","GNIS_NAME","LENGTHKM","REACHCODE","FLOWDIR","WBAREACOMI","FTYPE","FCODE","SHAPE_LENG","ENABLED","GNIS_NBR","LCM_Reach"
"621",621,621,23780589,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.082,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.001034101,TRUE,0,"North Santiam Reach E"
"622",622,622,23780591,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.208,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.014641696,TRUE,0,"North Santiam Reach E"
"623",623,623,23780593,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.211,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.01405838,TRUE,0,"North Santiam Reach E"
"624",624,624,23780595,"2/13/01 0:00","Medium",1147060,"North Santiam River",2.325,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.026821594,TRUE,0,"North Santiam Reach E"
"625",625,625,23780601,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.62,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.007795915,TRUE,0,"North Santiam Reach E"
"626",626,626,23780603,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.705,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.007395393,TRUE,0,"North Santiam Reach E"
"627",627,627,23780605,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.808,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.009770472,TRUE,0,"North Santiam Reach E"
"628",628,628,23780607,"2/13/01 0:00","Medium",1147060,"North Santiam River",2.399,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.028270957,TRUE,0,"North Santiam Reach E"
"629",629,629,23780609,"2/13/01 0:00","Medium",1147060,"North Santiam River",2.938,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.034323186,TRUE,0,"North Santiam Reach E"
"630",630,630,23780611,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.662,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.006988091,TRUE,0,"North Santiam Reach E"
"631",631,631,23780613,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.693,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.016644971,TRUE,0,"North Santiam Reach E"
"632",632,632,23780615,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.422,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.015182518,TRUE,0,"North Santiam Reach E"
"633",633,633,23780617,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.15,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.012274821,TRUE,0,"North Santiam Reach E"
"634",634,634,23780619,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.276,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.012797244,TRUE,0,"North Santiam Reach E"
"635",635,635,23780621,"2/13/01 0:00","Medium",1147060,"North Santiam River",2.379,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.024277056,TRUE,0,"North Santiam Reach E"
"636",636,636,23780623,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.931,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.009589469,TRUE,0,"North Santiam Reach E"
"637",637,637,23780625,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.54,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.005217405,TRUE,0,"North Santiam Reach E"
"638",638,638,23780627,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.473,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.004322371,TRUE,0,"North Santiam Reach E"
"639",639,639,23780629,"2/13/01 0:00","Medium",1147060,"North Santiam River",2.717,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.028464759,TRUE,0,"North Santiam Reach E"
"640",640,640,23780631,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.92,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.010216724,TRUE,0,"North Santiam Reach E"
"641",641,641,23780633,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.707,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.017870069,TRUE,0,"North Santiam Reach E"
"642",642,642,23780635,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.98,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.0090885,TRUE,0,"North Santiam Reach E"
"643",643,643,23780637,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.87,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.010014959,TRUE,0,"North Santiam Reach E"
"644",644,644,23780639,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.529,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.006316828,TRUE,0,"North Santiam Reach E"
"645",645,645,23780641,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.823,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.007708188,TRUE,0,"North Santiam Reach E"
"646",646,646,23780643,"2/13/01 0:00","Medium",1147060,"North Santiam River",3.761,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.035776541,TRUE,0,"North Santiam Reach E"
"647",647,647,23780645,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.322,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.003196308,TRUE,0,"North Santiam Reach E"
"648",648,648,23780647,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.072,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.009954905,TRUE,0,"North Santiam Reach E"
"649",649,649,23780649,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.395,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.003973332,TRUE,0,"North Santiam Reach E"
"650",650,650,23780653,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.059,1.709e+13,"With Digitized",0,"Connector",33400,0.00053,TRUE,0,"North Santiam Reach E"
"651",651,651,23780655,"2/13/01 0:00","Medium",1147060,"North Santiam River",2.88,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.030571455,TRUE,0,"North Santiam Reach E"
"652",652,652,23780651,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.053,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.010019534,TRUE,0,"North Santiam Reach E"
"653",653,653,23780657,"2/13/01 0:00","Medium",1147060,"North Santiam River",4.135,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.048324187,TRUE,0,"North Santiam Reach E"
"654",654,654,23780659,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.1,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.011811132,TRUE,0,"North Santiam Reach E"
"655",655,655,23780661,"2/13/01 0:00","Medium",1147060,"North Santiam River",3.97,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.045585209,TRUE,0,"North Santiam Reach E"
"656",656,656,23780701,"2/13/01 0:00","Medium",1138594,"Breitenbush River",1.223,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.014458549,TRUE,0,"North Santiam Reach D"
"657",657,657,23780703,"2/13/01 0:00","Medium",1138594,"Breitenbush River",2.182,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.024689966,TRUE,0,"North Santiam Reach D"
"658",658,658,23780705,"2/13/01 0:00","Medium",1138594,"Breitenbush River",0.329,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.003761916,TRUE,0,"North Santiam Reach D"
"659",659,659,23780707,"2/13/01 0:00","Medium",1138594,"Breitenbush River",0.7,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.00860648,TRUE,0,"North Santiam Reach D"
"660",660,660,23780709,"2/13/01 0:00","Medium",1138594,"Breitenbush River",1.036,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.012279877,TRUE,0,"North Santiam Reach D"
"661",661,661,23780711,"2/13/01 0:00","Medium",1138594,"Breitenbush River",0.278,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.003204303,TRUE,0,"North Santiam Reach D"
"662",662,662,23780713,"2/13/01 0:00","Medium",1138594,"Breitenbush River",1.575,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.01795846,TRUE,0,"North Santiam Reach D"
"663",663,663,23780715,"2/13/01 0:00","Medium",1138594,"Breitenbush River",0.613,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.007095256,TRUE,0,"North Santiam Reach D"
"664",664,664,23780717,"2/13/01 0:00","Medium",1138594,"Breitenbush River",2.264,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.027577332,TRUE,0,"North Santiam Reach D"
"665",665,665,23780719,"2/13/01 0:00","Medium",1138594,"Breitenbush River",1.928,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.023844536,TRUE,0,"North Santiam Reach D"
"666",666,666,23780721,"2/13/01 0:00","Medium",1138594,"Breitenbush River",0.328,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.004070651,TRUE,0,"North Santiam Reach D"
"667",667,667,23780723,"2/13/01 0:00","Medium",1138594,"Breitenbush River",0.311,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.003424169,TRUE,0,"North Santiam Reach D"
"668",668,668,23780725,"2/13/01 0:00","Medium",1138594,"Breitenbush River",0.87,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.010155397,TRUE,0,"North Santiam Reach D"
"669",669,669,23780727,"2/13/01 0:00","Medium",1138594,"Breitenbush River",1.025,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.011921249,TRUE,0,"North Santiam Reach D"
"670",670,670,23780729,"2/13/01 0:00","Medium",1138594,"Breitenbush River",0.736,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.008441476,TRUE,0,"North Santiam Reach D"
"671",671,671,23780731,"2/13/01 0:00","Medium",1138594,"Breitenbush River",0.498,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.006083143,TRUE,0,"North Santiam Reach D"
"672",672,672,23780751,"2/13/01 0:00","Medium",1146910,"North Fork Breitenbush River",0.613,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.00723938,TRUE,0,"North Santiam Reach D"
"673",673,673,23780753,"2/13/01 0:00","Medium",1146910,"North Fork Breitenbush River",1.335,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.015842524,TRUE,0,"North Santiam Reach D"
"674",674,674,23780755,"2/13/01 0:00","Medium",1146910,"North Fork Breitenbush River",0.34,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.004049666,TRUE,0,"North Santiam Reach D"
"675",675,675,23780757,"2/13/01 0:00","Medium",1146910,"North Fork Breitenbush River",1.572,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.018360386,TRUE,0,"North Santiam Reach D"
"676",676,676,23780759,"2/13/01 0:00","Medium",1146910,"North Fork Breitenbush River",2.083,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.024515319,TRUE,0,"North Santiam Reach D"
"677",677,677,23780761,"2/13/01 0:00","Medium",1146910,"North Fork Breitenbush River",0.685,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.008141868,TRUE,0,"North Santiam Reach D"
"678",678,678,23780763,"2/13/01 0:00","Medium",1146910,"North Fork Breitenbush River",0.673,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.007689172,TRUE,0,"North Santiam Reach D"
"679",679,679,23780765,"2/13/01 0:00","Medium",1146910,"North Fork Breitenbush River",1.015,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.01242146,TRUE,0,"North Santiam Reach D"
"680",680,680,23780767,"2/13/01 0:00","Medium",1146910,"North Fork Breitenbush River",0.125,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.001528756,TRUE,0,"North Santiam Reach D"
"681",681,681,23780769,"2/13/01 0:00","Medium",1146910,"North Fork Breitenbush River",0.744,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.008843059,TRUE,0,"North Santiam Reach D"
"682",682,682,23780771,"2/13/01 0:00","Medium",1146910,"North Fork Breitenbush River",1.681,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.019219368,TRUE,0,"North Santiam Reach D"
"683",683,683,23780773,"2/13/01 0:00","Medium",1146910,"North Fork Breitenbush River",0.065,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.000781731,TRUE,0,"North Santiam Reach D"
"684",684,684,23780775,"2/13/01 0:00","Medium",1146910,"North Fork Breitenbush River",0.962,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.010439033,TRUE,0,"North Santiam Reach D"
"685",685,685,23780807,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",1.303,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.015462541,TRUE,0,"North Santiam Reach C"
"686",686,686,23780805,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",4.885,1.709e+13,"With Digitized",120049187,"ArtificialPath",55800,0.056536858,TRUE,0,"North Santiam Reach C"
"687",687,687,23780809,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.895,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.011099881,TRUE,0,"North Santiam Reach C"
"688",688,688,23780811,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.871,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.010880917,TRUE,0,"North Santiam Reach C"
"689",689,689,23780813,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.489,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.005591194,TRUE,0,"North Santiam Reach C"
"690",690,690,23780815,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.129,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.001607401,TRUE,0,"North Santiam Reach C"
"691",691,691,23780817,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",4.329,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.048907543,TRUE,0,"North Santiam Reach C"
"692",692,692,23780819,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",3.034,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.036389437,TRUE,0,"North Santiam Reach C"
"693",693,693,23780821,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.484,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.00596419,TRUE,0,"North Santiam Reach C"
"694",694,694,23780823,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.297,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.003654657,TRUE,0,"North Santiam Reach C"
"695",695,695,23780825,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.457,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.005604921,TRUE,0,"North Santiam Reach C"
"696",696,696,23780827,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",1.164,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.014058386,TRUE,0,"North Santiam Reach C"
"697",697,697,23780829,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.262,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.002478404,TRUE,0,"North Santiam Reach C"
"698",698,698,23780831,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.261,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.002589892,TRUE,0,"North Santiam Reach C"
"699",699,699,23780833,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.144,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.00130074,TRUE,0,"North Santiam Reach C"
"700",700,700,23780835,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.223,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.002790643,TRUE,0,"North Santiam Reach C"
"701",701,701,23780837,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.266,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.003182835,TRUE,0,"North Santiam Reach C"
"702",702,702,23780839,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",2.219,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.024006849,TRUE,0,"North Santiam Reach C"
"703",703,703,23780841,"2/13/01 0:00","Medium",NA," ",0.329,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.004097059,TRUE,0,"North Santiam Reach C"
"704",704,704,23780843,"2/13/01 0:00","Medium",NA," ",0.38,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.004185882,TRUE,0,"North Santiam Reach C"
"705",705,705,23780845,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.041,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.00037,TRUE,0,"North Santiam Reach C"
"706",706,706,23780847,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",2.262,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.025659121,TRUE,0,"North Santiam Reach C"
"707",707,707,23780849,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",1.409,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.017008838,TRUE,0,"North Santiam Reach C"
"708",708,708,23780851,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",2.055,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.024972165,TRUE,0,"North Santiam Reach C"
"709",709,709,23780853,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.101,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.00119233,TRUE,0,"North Santiam Reach C"
"710",710,710,23780855,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",1.194,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.014804022,TRUE,0,"North Santiam Reach C"
"711",711,711,23780857,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",1.698,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.020717845,TRUE,0,"North Santiam Reach C"
"712",712,712,23780859,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.915,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.009353105,TRUE,0,"North Santiam Reach C"
"713",713,713,23780861,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.999,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.010598705,TRUE,0,"North Santiam Reach C"
"714",714,714,23780863,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",1.48,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.017476628,TRUE,0,"North Santiam Reach C"
"715",715,715,23780865,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",0.35,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.004267243,TRUE,0,"North Santiam Reach C"
"716",716,716,23780867,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",1.224,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.015221701,TRUE,0,"North Santiam Reach C"
"717",717,717,23780869,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",3.04,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.035949877,TRUE,0,"North Santiam Reach C"
"718",718,718,23780871,"2/13/01 0:00","Medium",1145216,"Little North Santiam River",1.288,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.015611445,TRUE,0,"North Santiam Reach C"
"719",719,719,23780873,"9/6/05 0:00","Medium",1145216,"Little North Santiam River",0.539,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.006128973,TRUE,0,"North Santiam Reach C"
"720",720,720,23780875,"9/6/05 0:00","Medium",1145216,"Little North Santiam River",1.778,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.021217739,TRUE,0,"North Santiam Reach C"
"721",721,721,23780879,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.358,1.709e+13,"With Digitized",120049187,"ArtificialPath",55800,0.014995335,TRUE,0,"North Santiam Reach A"
"722",722,722,23780877,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.592,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.006522368,TRUE,0,"North Santiam Reach A"
"723",723,723,23780881,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.449,1.709e+13,"With Digitized",120049187,"ArtificialPath",55800,0.005617119,TRUE,0,"North Santiam Reach A"
"724",724,724,23780883,"2/13/01 0:00","Medium",1147060,"North Santiam River",3.78,1.709e+13,"With Digitized",120049187,"ArtificialPath",55800,0.040107876,TRUE,0,"North Santiam Reach A"
"725",725,725,23780885,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.893,1.709e+13,"With Digitized",120049187,"ArtificialPath",55800,0.02276169,TRUE,0,"North Santiam Reach A"
"726",726,726,23780887,"2/13/01 0:00","Medium",1147060,"North Santiam River",2.298,1.709e+13,"With Digitized",120049187,"ArtificialPath",55800,0.023521545,TRUE,0,"North Santiam Reach A"
"727",727,727,23780889,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.131,1.709e+13,"With Digitized",120049187,"ArtificialPath",55800,0.01236912,TRUE,0,"North Santiam Reach A"
"728",728,728,23780891,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.944,1.709e+13,"With Digitized",120049187,"ArtificialPath",55800,0.01038484,TRUE,0,"North Santiam Reach A"
"729",729,729,23780893,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.113,1.709e+13,"With Digitized",120049187,"ArtificialPath",55800,0.001269442,TRUE,0,"North Santiam Reach A"
"730",730,730,23780895,"2/13/01 0:00","Medium",1147060,"North Santiam River",4.879,1.709e+13,"With Digitized",120049187,"ArtificialPath",55800,0.057239472,TRUE,0,"North Santiam Reach A"
"731",731,731,23780897,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.094,1.709e+13,"With Digitized",120049187,"ArtificialPath",55800,0.001185575,TRUE,0,"North Santiam Reach A"
"732",732,732,23781891,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.845,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.020800504,TRUE,0,"North Santiam Reach E"
"733",733,733,23780699,"2/13/01 0:00","Medium",1138594,"Breitenbush River",0.045,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.000493961,TRUE,0,"North Santiam Reach D"
"734",734,734,23780525,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.374,1.709e+13,"With Digitized",23783629,"ArtificialPath",55800,0.004000937,TRUE,0,"North Santiam Migration"
"735",735,735,23780527,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.183,1.709e+13,"With Digitized",23783629,"ArtificialPath",55800,0.001907669,TRUE,0,"North Santiam Migration"
"736",736,736,23780529,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.83,1.709e+13,"With Digitized",23783629,"ArtificialPath",55800,0.017673441,TRUE,0,"North Santiam Migration"
"737",737,737,23780531,"2/13/01 0:00","Medium",1147060,"North Santiam River",2.606,1.709e+13,"With Digitized",23783629,"ArtificialPath",55800,0.031451624,TRUE,0,"North Santiam Migration"
"738",738,738,23780571,"2/13/01 0:00","Medium",1147060,"North Santiam River",2.948,1.709e+13,"With Digitized",23783629,"ArtificialPath",55800,0.032615108,TRUE,0,"North Santiam Migration"
"739",739,739,23780573,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.668,1.709e+13,"With Digitized",23783629,"ArtificialPath",55800,0.006908445,TRUE,0,"North Santiam Migration"
"740",740,740,23780575,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.334,1.709e+13,"With Digitized",23783629,"ArtificialPath",55800,0.015401461,TRUE,0,"North Santiam Migration"
"741",741,741,23780577,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.505,1.709e+13,"With Digitized",23783629,"ArtificialPath",55800,0.005830081,TRUE,0,"North Santiam Migration"
"742",742,742,23780579,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.52,1.709e+13,"With Digitized",23783629,"ArtificialPath",55800,0.019062322,TRUE,0,"North Santiam Reach E"
"743",743,743,23780581,"2/13/01 0:00","Medium",1147060,"North Santiam River",0.742,1.709e+13,"With Digitized",23783629,"ArtificialPath",55800,0.008154858,TRUE,0,"North Santiam Reach E"
"744",744,744,23780583,"2/13/01 0:00","Medium",1147060,"North Santiam River",1.815,1.709e+13,"With Digitized",23783629,"ArtificialPath",55800,0.020158362,TRUE,0,"North Santiam Reach E"
"745",745,745,23780695,"2/13/01 0:00","Medium",NA," ",1.734,1.709e+13,"With Digitized",23783629,"ArtificialPath",55800,0.017125441,TRUE,0,"North Santiam Migration"
"746",746,746,23780697,"2/13/01 0:00","Medium",NA," ",1.989,1.709e+13,"With Digitized",23783629,"ArtificialPath",55800,0.022628546,TRUE,0,"North Santiam Reach D"
"747",747,747,23785607,"2/13/01 0:00","Medium",1150077,"South Santiam River",0.14,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.001346703,TRUE,0,"South Santiam Reach A"
"748",748,748,23785609,"2/13/01 0:00","Medium",NA," ",0.509,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.005394491,TRUE,0,"South Santiam Reach A"
"749",749,749,23785613,"2/13/01 0:00","Medium",1150077,"South Santiam River",0.113,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.001248734,TRUE,0,"South Santiam Reach A"
"750",750,750,23785611,"2/13/01 0:00","Medium",1150077,"South Santiam River",0.181,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.002075342,TRUE,0,"South Santiam Reach A"
"751",751,751,23785615,"2/13/01 0:00","Medium",1150077,"South Santiam River",0.308,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.003001007,TRUE,0,"South Santiam Reach A"
"752",752,752,23785617,"2/13/01 0:00","Medium",1150077,"South Santiam River",1.101,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.012314166,TRUE,0,"South Santiam Reach A"
"753",753,753,23785619,"2/13/01 0:00","Medium",1150077,"South Santiam River",0.187,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.002005325,TRUE,0,"South Santiam Reach A"
"754",754,754,23785621,"2/13/01 0:00","Medium",1150077,"South Santiam River",0.238,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.002656863,TRUE,0,"South Santiam Reach A"
"755",755,755,23785623,"2/13/01 0:00","Medium",1150077,"South Santiam River",0.216,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.002355435,TRUE,0,"South Santiam Reach A"
"756",756,756,23785625,"2/13/01 0:00","Medium",1150077,"South Santiam River",0.319,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.003992315,TRUE,0,"South Santiam Reach A"
"757",757,757,23785627,"2/13/01 0:00","Medium",1150077,"South Santiam River",0.617,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.007783351,TRUE,0,"South Santiam Reach A"
"758",758,758,23785643,"2/13/01 0:00","Medium",1150077,"South Santiam River",0.377,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.004680043,TRUE,0,"South Santiam Reach B"
"759",759,759,23785645,"2/13/01 0:00","Medium",1150077,"South Santiam River",0.923,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.010818742,TRUE,0,"South Santiam Reach A"
"760",760,760,23785647,"2/13/01 0:00","Medium",1150077,"South Santiam River",0.828,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.009778693,TRUE,0,"South Santiam Reach A"
"761",761,761,23785649,"2/13/01 0:00","Medium",1150077,"South Santiam River",0.451,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.005178721,TRUE,0,"South Santiam Reach A"
"762",762,762,23785651,"2/13/01 0:00","Medium",1150077,"South Santiam River",0.813,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.008945647,TRUE,0,"South Santiam Reach A"
"763",763,763,23785653,"2/13/01 0:00","Medium",1150077,"South Santiam River",0.088,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.000855496,TRUE,0,"South Santiam Reach A"
"764",764,764,23785655,"2/13/01 0:00","Medium",1150077,"South Santiam River",1.649,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.016660694,TRUE,0,"South Santiam Reach A"
"765",765,765,23785657,"2/13/01 0:00","Medium",1150077,"South Santiam River",3.401,1.709e+13,"With Digitized",23788921,"ArtificialPath",55800,0.034819129,TRUE,0,"South Santiam Reach A"
